[0], [0.0, 0.0, 0.0], (1, 3.7249062557433428, 2.826065127127918), 25002.716185483943 MeV, -1
[494], [0.0, 0.0, 0.0], (1, 1.4764844113435558, 2.334090211951007), 79.34204831324543 MeV, 1
[495], [0.0, 0.0, 0.0], (1, 3.737235740089768, 2.6651586244580923), 2482.7318567297866 MeV, 1
[496], [0.0, 0.0, 0.0], (1, 0.5240505704783303, 2.4155362908401727), 224.6005254712322 MeV, -1
[497], [0.0, 0.0, 0.0], (1, 0.9632191093398852, 2.251767034700127), 886.7474972619274 MeV, -1
[498], [0.0, 0.0, 0.0], (1, 1.8477100303685638, 2.7706449471640373), 427.90583205794 MeV, -1
[499], [0.0, 0.0, 0.0], (1, 3.0842389438610383, 2.3290062547155723), 698.2408564790092 MeV, -1
[500], [0.0, 0.0, 0.0], (1, 6.1293872005154295, 2.6527543439756593), 8159.850231075457 MeV, 1
[501], [0.0, 0.0, 0.0], (1, 2.7794943328048944, 2.442761290803022), 344.9013186898809 MeV, -1
[502], [0.0, 0.0, 0.0], (1, 2.759625786003962, 2.177974585622128), 6559.255837163995 MeV, -1
[503], [0.0, 0.0, 0.0], (1, 3.037818090033767, 2.8255626879951383), 3159.4343515461624 MeV, 1
[504], [0.0, 0.0, 0.0], (1, 5.269415307910904, 2.3033180994666504), 737.1910064317557 MeV, -1
[505], [0.0, 0.0, 0.0], (1, 3.84246815318226, 2.6478892439545874), 3020.7882969137445 MeV, 1
[506], [0.0, 0.0, 0.0], (1, 5.160239878108268, 2.6444406402641434), 819.7235640820894 MeV, 1
[507], [0.0, 0.0, 0.0], (1, 5.249031364467177, 2.062576825169673), 489.03337837359436 MeV, 1
[508], [0.0, 0.0, 0.0], (1, 0.9845288509358845, 2.252665454740423), 5649.592049537199 MeV, 1
[509], [0.0, 0.0, 0.0], (1, 3.7736804645628794, 2.6224869433838793), 1292.8384955466704 MeV, 1
[510], [0.0, 0.0, 0.0], (1, 3.6500413638519786, 2.9074406181716683), 3786.8523803424746 MeV, -1
[511], [0.0, 0.0, 0.0], (1, 1.1144873828959962, 2.9447706704649415), 1519.7777807206942 MeV, 1
[512], [0.0, 0.0, 0.0], (1, 4.7105686466149805, 2.1885111321856243), 9306.699188190687 MeV, -1
[513], [0.0, 0.0, 0.0], (1, 2.149366519624621, 2.7365959158358426), 7398.6462424689125 MeV, 1
[514], [0.0, 0.0, 0.0], (1, 3.990035822383608, 2.2927904774612005), 190.4664462719182 MeV, -1
[515], [0.0, 0.0, 0.0], (1, 1.2116374733664577, 2.5830169733039705), 676.8867365565936 MeV, 1
[516], [0.0, 0.0, 0.0], (1, 2.3732299322590933, 2.3834994831449503), 9358.623635701517 MeV, 1
[517], [0.0, 0.0, 0.0], (1, 5.7355500583949715, 2.6382583283237384), 6168.792532798886 MeV, 1
[518], [0.0, 0.0, 0.0], (1, 0.29745012247182956, 2.4248666447889624), 894.6622930664856 MeV, 1
[519], [0.0, 0.0, 0.0], (1, 3.447220649449127, 2.2723005762454003), 3046.230149750056 MeV, -1
[520], [0.0, 0.0, 0.0], (1, 4.281306572364086, 3.034376767080308), 382.89206245437606 MeV, 1
[521], [0.0, 0.0, 0.0], (1, 0.7164831803493783, 2.100934458318439), 24408.48479673396 MeV, 1
[522], [0.0, 0.0, 0.0], (1, 4.47742739420438, 2.885577156009539), 598.7025687559697 MeV, -1
[523], [0.0, 0.0, 0.0], (1, 3.420393062651815, 2.2855691535855662), 14201.967682262068 MeV, 1
[524], [0.0, 0.0, 0.0], (1, 1.2710358405117148, 2.9339172818586867), 3339.742452995405 MeV, -1
[525], [0.0, 0.0, 0.0], (1, 5.0984019909118565, 2.820292508123474), 498.29436128698427 MeV, -1
[526], [0.0, 0.0, 0.0], (1, 3.7673053867525716, 2.0314677943752617), 5417.006517143888 MeV, 1
[527], [0.0, 0.0, 0.0], (1, 5.207531433114484, 2.927655024524896), 16995.950362871576 MeV, -1
[528], [0.0, 0.0, 0.0], (1, 5.232638165861701, 2.6388443648903754), 3724.895083730089 MeV, 1
[529], [0.0, 0.0, 0.0], (1, 4.417908558098452, 2.6904229918932736), 845.7195385596042 MeV, 1
[530], [0.0, 0.0, 0.0], (1, 0.9952402601554073, 2.8352301537293694), 1469.678075316933 MeV, -1
[531], [0.0, 0.0, 0.0], (1, 5.0629565739309115, 2.8244622185418105), 944.7278630414745 MeV, 1
[532], [0.0, 0.0, 0.0], (1, 1.8707719344585136, 2.6118543648045267), 2165.6146639596923 MeV, 1
[533], [0.0, 0.0, 0.0], (1, 3.0964424566969697, 2.683583756429453), 2985.308302603984 MeV, -1
[534], [0.0, 0.0, 0.0], (1, 0.8458004865205169, 2.7687579033770366), 468.8331485528068 MeV, 1
[535], [0.0, 0.0, 0.0], (1, 6.268822097042596, 2.49419047937109), 3838.8839580211056 MeV, -1
[536], [0.0, 0.0, 0.0], (1, 3.476407810986702, 2.7028478991858274), 1417.6459348636733 MeV, -1
[537], [0.0, 0.0, 0.0], (1, 6.230816111615319, 2.8679574561060246), 1771.7445790054167 MeV, -1
[538], [0.0, 0.0, 0.0], (1, 5.868717255863704, 2.137671829104913), 1527.1178128656443 MeV, -1
[539], [0.0, 0.0, 0.0], (1, 6.155733870898452, 2.6524006678657996), 1675.903085315606 MeV, -1
[540], [0.0, 0.0, 0.0], (1, 5.7238442446030104, 2.5973703309708283), 1125.192417065732 MeV, 1
[541], [0.0, 0.0, 0.0], (1, 2.3757957924044195, 2.323475550546056), 1511.616954029369 MeV, -1
[542], [0.0, 0.0, 0.0], (1, 0.41249058598825883, 2.6035637196404733), 92.17305665046938 MeV, -1
[543], [0.0, 0.0, 0.0], (1, 2.864793880305042, 2.223538939557402), 6547.083178654855 MeV, -1
[544], [0.0, 0.0, 0.0], (1, 2.5426819765986757, 2.5163300962867967), 4487.702421396837 MeV, -1
[545], [0.0, 0.0, 0.0], (1, 4.856369114264714, 2.93930202025992), 4687.298195426105 MeV, 1
[546], [0.0, 0.0, 0.0], (1, 3.4819825583148667, 2.1001916363429745), 58215.90644902147 MeV, -1
[547], [0.0, 0.0, 0.0], (1, 0.643155484884403, 2.8808742256668336), 863.1062597378256 MeV, -1
[548], [0.0, 0.0, 0.0], (1, 0.31941606689076707, 2.1487095360213204), 2128.383364486455 MeV, 1
[549], [0.0, 0.0, 0.0], (1, 0.49442280942474515, 2.1692740676840163), 2714.2175840537825 MeV, -1
[550], [0.0, 0.0, 0.0], (1, 2.9328950995414083, 2.7399346878818593), 601.537425704524 MeV, 1
[551], [0.0, 0.0, 0.0], (1, 2.948259877225155, 2.9243692357045616), 1501.1358018864908 MeV, 1
[552], [0.0, 0.0, 0.0], (1, 3.464391717868338, 2.597680491947081), 3655.956627994405 MeV, 1
[553], [0.0, 0.0, 0.0], (1, 4.943098724483158, 2.7545351011052195), 87.55704712547444 MeV, 1
[554], [0.0, 0.0, 0.0], (1, 4.700302342148318, 2.66515795191639), 7614.6148363679085 MeV, 1
[555], [0.0, 0.0, 0.0], (1, 2.0918386609426953, 2.3443682247146054), 35.33770416084043 MeV, -1
[556], [0.0, 0.0, 0.0], (1, 3.777573387970116, 3.030168339313437), 9628.802751023824 MeV, 1
[557], [0.0, 0.0, 0.0], (1, 4.754935221386159, 2.527573772071093), 4117.920424470216 MeV, 1
[558], [0.0, 0.0, 0.0], (1, 5.736556229157161, 2.6176659850309614), 3263.558194915624 MeV, 1
[559], [0.0, 0.0, 0.0], (1, 5.912510105844362, 2.748224971943332), 19200.907832051904 MeV, 1
[560], [0.0, 0.0, 0.0], (1, 5.327961370355538, 2.442743417757957), 1178.1376693150285 MeV, 1
[561], [0.0, 0.0, 0.0], (1, 4.06482014275169, 2.5919518312110865), 2152.2056796095985 MeV, -1
[562], [0.0, 0.0, 0.0], (1, 0.8224656674698814, 2.926811182985303), 3781.597260795842 MeV, -1
[563], [0.0, 0.0, 0.0], (1, 1.276623159618815, 2.5115584753847493), 1006.6007517512699 MeV, -1
[564], [0.0, 0.0, 0.0], (1, 0.04261926370640534, 2.537047495317146), 2324.5519540928813 MeV, -1
[565], [0.0, 0.0, 0.0], (1, 2.204265348742851, 2.880865819683368), 12724.80149991712 MeV, 1
[566], [0.0, 0.0, 0.0], (1, 4.190880628408834, 2.663309097417682), 1412.3565220819178 MeV, 1
[567], [0.0, 0.0, 0.0], (1, 1.7723590725260898, 2.619014401670354), 324.822683730878 MeV, -1
[568], [0.0, 0.0, 0.0], (1, 4.94485689725335, 2.750585043500778), 242.5387326753613 MeV, 1
[569], [0.0, 0.0, 0.0], (1, 5.1670593920937, 2.6383581315975726), 833.1746705300241 MeV, 1
[570], [0.0, 0.0, 0.0], (1, 0.05013076908500835, 2.6792774608579597), 7611.092646314275 MeV, 1
[571], [0.0, 0.0, 0.0], (1, 5.480932362472725, 2.3544423589769443), 3455.6061660074606 MeV, 1
[572], [0.0, 0.0, 0.0], (1, 3.166349364144727, 2.284819401415946), 61241.59218593406 MeV, 1
[573], [0.0, 0.0, 0.0], (1, 0.21064023470161253, 2.4393360995745734), 5133.543677129173 MeV, -1
[574], [0.0, 0.0, 0.0], (1, 0.02977269622855161, 1.9737277976771026), 929.8328299675255 MeV, 1
[575], [0.0, 0.0, 0.0], (1, 0.4506519478479687, 2.9953122154706873), 2716.96516806493 MeV, 1
[576], [0.0, 0.0, 0.0], (1, 4.3201887588723284, 3.0264288410040856), 5263.63878853785 MeV, 1
[577], [0.0, 0.0, 0.0], (1, 4.916457770095322, 2.370862672642026), 2956.256073115755 MeV, 1
[578], [0.0, 0.0, 0.0], (1, 0.0513117622174466, 2.5866544702596985), 914.3734205000922 MeV, -1
[579], [0.0, 0.0, 0.0], (1, 4.323089666356863, 2.811902124563114), 3297.54157486544 MeV, 1
[580], [0.0, 0.0, 0.0], (1, 3.2803466237456504, 2.5585826402559295), 2695.3934818037856 MeV, -1
[581], [0.0, 0.0, 0.0], (1, 1.54400816010686, 2.5241529392621413), 1276.3544861151643 MeV, 1
[582], [0.0, 0.0, 0.0], (1, 1.4200531314990101, 2.221827336326695), 1501.5751679797245 MeV, 1
[583], [0.0, 0.0, 0.0], (1, 1.7903556336927764, 2.2104960480862332), 637.6482583614719 MeV, 1
[584], [0.0, 0.0, 0.0], (1, 6.044252047198432, 2.7574691270665963), 7796.917380890423 MeV, -1
[585], [0.0, 0.0, 0.0], (1, 0.8364310395357908, 1.8153512263867813), 12393.151338966134 MeV, -1
[586], [0.0, 0.0, 0.0], (1, 5.31629954047822, 2.5005790825294456), 550.6683294909647 MeV, 1
[587], [0.0, 0.0, 0.0], (1, 4.111859867333907, 2.872787782245875), 18140.678038352515 MeV, 1
[588], [0.0, 0.0, 0.0], (1, 1.638110568474949, 2.3353307769747502), 602.1070630599928 MeV, -1
[589], [0.0, 0.0, 0.0], (1, 4.154884677016854, 2.2837568827606827), 2787.9770001605953 MeV, 1
[590], [0.0, 0.0, 0.0], (1, 1.7938586662451694, 2.109593288766421), 2945.677730729109 MeV, -1
[591], [0.0, 0.0, 0.0], (1, 3.9424079323477823, 2.336797407710591), 1467.224808073156 MeV, 1
[592], [0.0, 0.0, 0.0], (1, 2.7928172294789704, 2.6966839337465713), 2217.7569914122364 MeV, 1
[593], [0.0, 0.0, 0.0], (1, 0.9155852784099814, 2.2261059617667547), 747.3826326486087 MeV, -1
[594], [0.0, 0.0, 0.0], (1, 2.1509189154131327, 2.6486228892670507), 3371.1227381180374 MeV, 1
[595], [0.0, 0.0, 0.0], (1, 0.274318774264235, 2.8866926288436696), 4910.238546810089 MeV, 1
[596], [0.0, 0.0, 0.0], (1, 4.681986738133194, 2.2638441911832303), 28276.213957321554 MeV, -1
[597], [0.0, 0.0, 0.0], (1, 4.199453114712893, 2.941393938466488), 4847.150461848283 MeV, -1
[598], [0.0, 0.0, 0.0], (1, 2.7985920711727754, 3.029476634738498), 2181.4126117577784 MeV, -1
[599], [0.0, 0.0, 0.0], (1, 0.96521673035007, 2.5534800529256207), 665.332574425113 MeV, -1
[600], [0.0, 0.0, 0.0], (1, 4.249313416904258, 2.600995736953447), 41705.75551047255 MeV, 1
[601], [0.0, 0.0, 0.0], (1, 1.2622660880954992, 2.076679613278407), 6215.110245710905 MeV, -1
[602], [0.0, 0.0, 0.0], (1, 1.1644271753107631, 2.0615545125577004), 13647.985619940982 MeV, 1
[603], [0.0, 0.0, 0.0], (1, 4.310805181276653, 2.2015941745733616), 1577.4311362052113 MeV, -1
[604], [0.0, 0.0, 0.0], (1, 5.712371638574989, 2.5328791661097214), 4873.131383149199 MeV, 1
[605], [0.0, 0.0, 0.0], (1, 0.27945021488060995, 2.335291193877675), 1154.7300625352277 MeV, 1
[606], [0.0, 0.0, 0.0], (1, 5.98562493128393, 3.056075498194384), 11825.358542397682 MeV, 1
[607], [0.0, 0.0, 0.0], (1, 0.857756926559901, 2.381713901118281), 1674.4560105659834 MeV, -1
[608], [0.0, 0.0, 0.0], (1, 4.554293846643242, 2.2503218079962215), 1333.768480329029 MeV, -1
[609], [0.0, 0.0, 0.0], (1, 3.3154141315542143, 2.950803681688783), 4355.56404771475 MeV, -1
[610], [0.0, 0.0, 0.0], (1, 2.767132371150174, 2.3576103984065817), 1556.5427674412394 MeV, 1
[611], [0.0, 0.0, 0.0], (1, 4.603853063019644, 2.654614486502289), 2999.415787267024 MeV, 1
[612], [0.0, 0.0, 0.0], (1, 2.8199385768509, 2.4962630892660904), 72.9576930162361 MeV, 1
[613], [0.0, 0.0, 0.0], (1, 5.953088245631074, 2.631068249341077), 1590.3290328188011 MeV, 1
[614], [0.0, 0.0, 0.0], (1, 3.4915025196129372, 2.9934588265773465), 3796.651284932294 MeV, 1
[615], [0.0, 0.0, 0.0], (1, 3.2417149214504475, 2.3699764432370607), 1221.8425825416582 MeV, -1
[616], [0.0, 0.0, 0.0], (1, 2.647886577241138, 2.5035344943819524), 1370.7633779328548 MeV, -1
[617], [0.0, 0.0, 0.0], (1, 2.4054344034805553, 1.9344817010515292), 11886.341074594855 MeV, 1
[618], [0.0, 0.0, 0.0], (1, 4.321571963597735, 2.8646734281989845), 8204.683119627723 MeV, -1
[619], [0.0, 0.0, 0.0], (1, 1.1291625458910115, 2.633428806889729), 673.5667305186896 MeV, 1
[620], [0.0, 0.0, 0.0], (1, 6.260509891439261, 2.2776733786323002), 2411.4901988135853 MeV, -1
[621], [0.0, 0.0, 0.0], (1, 5.16691351759406, 2.8868321597880238), 10585.328219240611 MeV, -1
[622], [0.0, 0.0, 0.0], (1, 0.5288849855376476, 2.8277407977853244), 5004.805929956258 MeV, -1
[623], [0.0, 0.0, 0.0], (1, 2.3832662092562327, 2.8162349792093893), 10580.987700005906 MeV, 1
[624], [0.0, 0.0, 0.0], (1, 3.9036866004547646, 2.5102605761902796), 1121.4337010756517 MeV, 1
[625], [0.0, 0.0, 0.0], (1, 2.173907160717418, 2.6302197301445354), 1321.9041134502681 MeV, 1
[626], [0.0, 0.0, 0.0], (1, 4.757343175509657, 2.3163450987622722), 3050.280863176656 MeV, 1
[627], [0.0, 0.0, 0.0], (1, 5.87959446291867, 2.4830751523806804), 1202.8952501967544 MeV, -1
[628], [0.0, 0.0, 0.0], (1, 0.9201346929876273, 2.058105955576652), 12829.750948110279 MeV, -1
[629], [0.0, 0.0, 0.0], (1, 1.3624940947359505, 2.5375935339920006), 2217.7266562979976 MeV, 1
[630], [0.0, 0.0, 0.0], (1, 2.1481404586712003, 2.424419096295911), 3286.9622059426106 MeV, -1
[631], [0.0, 0.0, 0.0], (1, 0.5301217627470729, 2.597846069537534), 8677.693545874785 MeV, 1
[632], [0.0, 0.0, 0.0], (1, 1.8121992553919295, 2.6486384599595474), 1184.7224931729197 MeV, 1
[633], [0.0, 0.0, 0.0], (1, 3.755263822985736, 2.7977715701597594), 3943.883293900216 MeV, 1
[634], [0.0, 0.0, 0.0], (1, 6.0069177644560705, 2.652941230635681), 2847.7806886744384 MeV, -1
[635], [0.0, 0.0, 0.0], (1, 3.145386328294948, 2.2619471587728484), 28431.655645275583 MeV, 1
[636], [0.0, 0.0, 0.0], (1, 0.17680654567640275, 2.8437262747015155), 831.4087372592566 MeV, -1
[637], [0.0, 0.0, 0.0], (1, 2.229727041832721, 2.5191359471095303), 2244.450084487971 MeV, -1
[638], [0.0, 0.0, 0.0], (1, 0.3450455161481649, 2.9744710530168614), 2817.7437009892733 MeV, -1
[639], [0.0, 0.0, 0.0], (1, 3.3605965112591303, 2.249294282456484), 1242.1593230718481 MeV, -1
[640], [0.0, 0.0, 0.0], (1, 3.4943700208542223, 2.3057575058485895), 150.6160802305115 MeV, 1
[641], [0.0, 0.0, 0.0], (1, 1.7660770145666635, 2.988944445779851), 1041.7014484534022 MeV, -1
[642], [0.0, 0.0, 0.0], (1, 0.12823551547490197, 2.679132609204898), 8654.593581583782 MeV, -1
[643], [0.0, 0.0, 0.0], (1, 3.1843413186689693, 2.2649603769120255), 13131.658205063684 MeV, -1
[644], [0.0, 0.0, 0.0], (1, 3.9982905929333104, 2.663357594901016), 5576.555276801904 MeV, 1
[645], [0.0, 0.0, 0.0], (1, 2.859799631307421, 2.354104725186537), 11030.50157701837 MeV, 1
[646], [0.0, 0.0, 0.0], (1, 2.795739131214333, 1.8448511954458913), 17255.116967425925 MeV, 1
[647], [0.0, 0.0, 0.0], (1, 4.679842062705944, 2.3099938969422738), 6861.388776731592 MeV, 1
[648], [0.0, 0.0, 0.0], (1, 1.203288097031482, 2.9056033835654076), 1411.6413807057095 MeV, -1
[649], [0.0, 0.0, 0.0], (1, 0.2505464039643739, 2.729920600322333), 1180.76318372444 MeV, 1
[650], [0.0, 0.0, 0.0], (1, 0.7057598049458971, 2.702648745051655), 2656.054154929864 MeV, 1
[651], [0.0, 0.0, 0.0], (1, 4.012769333570411, 2.517473850760495), 2436.4201466291906 MeV, -1
[652], [0.0, 0.0, 0.0], (1, 1.8301983985976733, 2.1545854603813575), 11605.577680314615 MeV, -1
[653], [0.0, 0.0, 0.0], (1, 1.2234817762696917, 2.7339712544211867), 791.2886777644462 MeV, -1
[654], [0.0, 0.0, 0.0], (1, 5.796305320109342, 2.4006558269797296), 1233.9357583754631 MeV, -1
[655], [0.0, 0.0, 0.0], (1, 3.1130072345955213, 2.207929673196654), 591.3030646572938 MeV, 1
[656], [0.0, 0.0, 0.0], (1, 3.224432537639715, 2.7825641876865967), 3626.8880271218754 MeV, -1
[657], [0.0, 0.0, 0.0], (1, 5.284554021401345, 2.4685948105365045), 839.383372023826 MeV, 1
[658], [0.0, 0.0, 0.0], (1, 3.891772051150242, 2.3754762994649), 6484.35796325408 MeV, -1
[659], [0.0, 0.0, 0.0], (1, 2.1211161673300793, 2.397073246011937), 1572.7577961032148 MeV, -1
[660], [0.0, 0.0, 0.0], (1, 1.8559289515417383, 2.4689364330519794), 14415.222955092251 MeV, -1
[661], [0.0, 0.0, 0.0], (1, 1.8203249393887564, 2.313080768652789), 12356.986309574428 MeV, -1
[662], [0.0, 0.0, 0.0], (1, 0.9251839491731362, 2.8911715321834506), 1856.137918344756 MeV, -1
[663], [0.0, 0.0, 0.0], (1, 5.4751989784983035, 2.724775754015248), 4530.669081483912 MeV, -1
[664], [0.0, 0.0, 0.0], (1, 4.891076361765871, 2.4981334158296296), 3763.5137101067758 MeV, 1
[665], [0.0, 0.0, 0.0], (1, 2.1914063757676985, 1.7241039689547655), 12216.37188394174 MeV, -1
[666], [0.0, 0.0, 0.0], (1, 6.231324926254484, 2.8004016518634023), 13213.86092353447 MeV, 1
[667], [0.0, 0.0, 0.0], (1, 1.8761393798622574, 2.8450240695790376), 173.62155084110742 MeV, 1
[668], [0.0, 0.0, 0.0], (1, 1.3029234732064285, 2.37663768887205), 221.0886978313117 MeV, 1
[669], [0.0, 0.0, 0.0], (1, 0.5949288872525873, 2.236708446763479), 2782.3709219991397 MeV, -1
[670], [0.0, 0.0, 0.0], (1, 0.38158168563794703, 2.526479698984399), 12719.536662961777 MeV, -1
[671], [0.0, 0.0, 0.0], (1, 4.618744588032836, 2.747868262867948), 79.48507319669895 MeV, -1
[672], [0.0, 0.0, 0.0], (1, 3.0661767268637696, 2.4271428724482207), 2657.7797149375388 MeV, -1
[673], [0.0, 0.0, 0.0], (1, 3.775813685022432, 2.602576202079549), 2720.443235037673 MeV, -1
[674], [0.0, 0.0, 0.0], (1, 1.0053529443510225, 2.6364392834140933), 7206.6440953748015 MeV, 1
[675], [0.0, 0.0, 0.0], (1, 4.877436614305109, 2.673447822074073), 172.98217058254008 MeV, 1
[676], [0.0, 0.0, 0.0], (1, 2.077259641547256, 2.9115899108512435), 491.1511642664625 MeV, -1
[677], [0.0, 0.0, 0.0], (1, 4.935372551843315, 2.503131606651273), 90.38619457555905 MeV, 1
[678], [0.0, 0.0, 0.0], (1, 0.3702082987885351, 3.001315078258026), 398.78060869344193 MeV, -1
[679], [0.0, 0.0, 0.0], (1, 2.47039604355094, 2.071934740382715), 9896.184295692141 MeV, 1
[680], [0.0, 0.0, 0.0], (1, 5.861835787744916, 2.5295930213072806), 988.3504382477975 MeV, -1
[681], [0.0, 0.0, 0.0], (1, 6.133290366471443, 1.984185162311098), 10148.383803702967 MeV, -1
[682], [0.0, 0.0, 0.0], (1, 2.9898402372659802, 2.967278624794263), 11685.383326256613 MeV, 1
[683], [0.0, 0.0, 0.0], (1, 6.140329018396928, 2.432090261741905), 2093.625033584314 MeV, -1
[684], [0.0, 0.0, 0.0], (1, 0.09825774499051043, 2.065035474663776), 4863.083810041304 MeV, 1
[685], [0.0, 0.0, 0.0], (1, 5.504451112074168, 3.081231912755494), 2377.0455856521066 MeV, 1
[686], [0.0, 0.0, 0.0], (1, 4.507506126245959, 3.0600441120196606), 5758.759899894887 MeV, 1
[687], [0.0, 0.0, 0.0], (1, 4.610554740828136, 2.646868094452211), 901.1794815454366 MeV, 1
[688], [0.0, 0.0, 0.0], (1, 0.18981482834636054, 2.4330421948255814), 1334.280239497178 MeV, -1
[689], [0.0, 0.0, 0.0], (1, 2.326999061423404, 2.9072966538325176), 1682.4225610048522 MeV, -1
[690], [0.0, 0.0, 0.0], (1, 2.7620560619499273, 2.7475210359508466), 190.0257958516208 MeV, 1
[691], [0.0, 0.0, 0.0], (1, 4.579684934638911, 2.8291288894421958), 323.6445217500943 MeV, -1
[692], [0.0, 0.0, 0.0], (1, 3.2431731556156205, 2.530888853690554), 935.1073941340959 MeV, -1
[693], [0.0, 0.0, 0.0], (1, 0.5775869552148274, 2.5271349151699916), 1118.7418209914579 MeV, 1
[694], [0.0, 0.0, 0.0], (1, 0.24699176694176828, 2.38709632089516), 1845.9336710778975 MeV, -1
[695], [0.0, 0.0, 0.0], (1, 0.8104188155013148, 2.7769004497588563), 815.4003571978664 MeV, 1
[696], [0.0, 0.0, 0.0], (1, 4.5696244607402505, 2.8548559672122815), 2710.982384559357 MeV, -1
[697], [0.0, 0.0, 0.0], (1, 4.5983124419487345, 2.0367177001274337), 55820.30756328238 MeV, -1
[698], [0.0, 0.0, 0.0], (1, 2.34905874465554, 2.816173136179373), 1540.6047154460512 MeV, -1
[699], [0.0, 0.0, 0.0], (1, 0.9639946990944797, 2.6114953149333275), 2139.8649001442486 MeV, -1
[700], [0.0, 0.0, 0.0], (1, 2.134077566446571, 3.01857824134291), 198.23344057474813 MeV, -1
[701], [0.0, 0.0, 0.0], (1, 4.3232768249554265, 2.504078377317873), 1383.7828833210726 MeV, 1
[702], [0.0, 0.0, 0.0], (1, 3.6978630052592316, 2.897164739018331), 920.1574597923099 MeV, 1
[703], [0.0, 0.0, 0.0], (1, 3.4071926852571917, 2.6066436287109322), 1907.80359148016 MeV, 1
[704], [0.0, 0.0, 0.0], (1, 2.276571445403725, 2.2888960913760177), 22368.73181018312 MeV, 1
[705], [0.0, 0.0, 0.0], (1, 5.969526350524774, 2.3696477749391627), 1600.9644736064922 MeV, -1
[706], [0.0, 0.0, 0.0], (1, 2.581607707560048, 2.2266699391321065), 5470.490737193774 MeV, -1
[707], [0.0, 0.0, 0.0], (1, 6.006277325018143, 2.550679873203774), 4217.985413714463 MeV, 1
[708], [0.0, 0.0, 0.0], (1, 0.27130513876482, 2.6757211805357697), 4331.989704481866 MeV, 1
[709], [0.0, 0.0, 0.0], (1, 4.446694079884806, 2.8411834375112046), 1615.4668292077206 MeV, -1
[710], [0.0, 0.0, 0.0], (1, 1.2144408651962433, 2.2918548818119957), 5483.888405001751 MeV, 1
[711], [0.0, 0.0, 0.0], (1, 4.043018121438469, 2.87917173926302), 1585.8898323506523 MeV, -1
[712], [0.0, 0.0, 0.0], (1, 5.739511346365637, 2.141215848266269), 5067.095254966238 MeV, 1
[713], [0.0, 0.0, 0.0], (1, 1.3211595317039873, 2.775607725862844), 620.9846017131816 MeV, -1
[714], [0.0, 0.0, 0.0], (1, 0.5706046485786782, 2.6524885436514056), 731.3901110424677 MeV, 1
[715], [0.0, 0.0, 0.0], (1, 5.170352093121695, 2.7748347763575643), 269.4688313885489 MeV, -1
[716], [0.0, 0.0, 0.0], (1, 2.631946378858567, 2.6502069367977175), 5237.455785400904 MeV, 1
[717], [0.0, 0.0, 0.0], (1, 1.9086841997290698, 2.35187956660409), 10901.680780381808 MeV, 1
[718], [0.0, 0.0, 0.0], (1, 4.927052682004236, 2.8683649778562414), 1349.0147400834267 MeV, 1
[719], [0.0, 0.0, 0.0], (1, 1.3084693513469539, 2.5095272155526054), 2670.536117795073 MeV, 1
[720], [0.0, 0.0, 0.0], (1, 5.976578025785997, 2.8889327583849918), 717.9426171414217 MeV, 1
[721], [0.0, 0.0, 0.0], (1, 5.0479579632814975, 2.101809623751227), 409.86215872670687 MeV, -1
[722], [0.0, 0.0, 0.0], (1, 2.0366283880727067, 2.410549130374926), 1999.511232450058 MeV, 1
[723], [0.0, 0.0, 0.0], (1, 4.989620510961348, 2.4444289952210783), 3664.6346988214304 MeV, -1
[724], [0.0, 0.0, 0.0], (1, 3.4612875058852417, 2.8253918787742234), 3493.9131358094714 MeV, 1
[725], [0.0, 0.0, 0.0], (1, 5.149489890106707, 2.871079414372684), 1002.0055444447133 MeV, -1
[726], [0.0, 0.0, 0.0], (1, 5.126985510643686, 2.726264716762957), 5453.986060464615 MeV, 1
[727], [0.0, 0.0, 0.0], (1, 4.310080990507737, 2.0216959816070865), 1809.789142818559 MeV, 1
[728], [0.0, 0.0, 0.0], (1, 5.249764859153641, 2.1907582530331746), 729.8190949038293 MeV, -1
[729], [0.0, 0.0, 0.0], (1, 4.289620324972255, 2.1191456060670415), 754.776166582032 MeV, 1
[730], [0.0, 0.0, 0.0], (1, 5.629880734951833, 2.5619128976179404), 2005.2192302750184 MeV, 1
[731], [0.0, 0.0, 0.0], (1, 3.982274254242827, 2.40975996039108), 823.7332702880731 MeV, 1
[732], [0.0, 0.0, 0.0], (1, 3.567679637687805, 2.596566081209332), 4729.113253237267 MeV, 1
[733], [0.0, 0.0, 0.0], (1, 2.7312861720388373, 2.4955533935384278), 4807.099703502422 MeV, 1
[734], [0.0, 0.0, 0.0], (1, 0.8836738954898253, 2.0176756251531303), 2100.905025221339 MeV, -1
[735], [0.0, 0.0, 0.0], (1, 0.5664456040694059, 2.6633175763029775), 492.2650711670345 MeV, 1
[736], [0.0, 0.0, 0.0], (1, 1.1637917799636464, 2.760632976464678), 5721.656942126741 MeV, 1
[737], [0.0, 0.0, 0.0], (1, 0.5787191633211002, 2.735765667940333), 506.61855313530634 MeV, 1
[738], [0.0, 0.0, 0.0], (1, 3.802842381788621, 2.186519844702494), 8506.325358173252 MeV, -1
[739], [0.0, 0.0, 0.0], (1, 5.34945247374848, 2.0403589968171696), 2528.5537158052216 MeV, 1
[740], [0.0, 0.0, 0.0], (1, 0.3750111069154478, 2.485012125002247), 4359.635599577089 MeV, 1
